HOTEL_name,CITY_name,COUNTRY_name,PRICE_range,HOTEL_rating,amneties,HOTEL_address,HOTEL_review
Hotel Royal Villa,,,,3.9/5,"Doctor On Call,Power backup,Restaurant/Coffee Shop,Laundry Service,","1/38,Nagar Nigam Colony Opp. Maharaniyo Ki Chattriya Amer Road, Jaipur - 302002 View on Map",It's very conveniently located on the main road itself so it's very accessible. The hotel's property is very good too. The rooms here were very comfy & their services were very satisfactory as well. The food I had here was very good too. Overall stay here was very comfortable. 
Hotel TSG Grand,Port Blair,India,,3.5/5,"Free Internet,Indoor Entertainment,Conference Room,Outdoor Activities,","Dollygunj , Port Blair - 744104 View on Map",Very Clean rooms. Friendly staff.
Hotel Grand Riviera,Paonta Sahib,India,,3.9/5,"Free Internet,Swimming Pool,Conference Room,Outdoor Activities,","Nh-07,Near Bata Bridge Vill Patlian, Paonta Sahib Sahib Distt- Sirmour, 173025 View on Map","Location is good .nice spacious rooms.service quality and cleanliness can definitely improve.
Had a comfortable stay. Food is okay ."
Pallaki Residency,Udupi,India,,2.9/5,"Doctor On Call,Power backup,Laundry Service,CCTV surveillance,","Okude Rambhat Road Behind Okude Tower, Kunjibettu Udupi - 576102 View on Map","Please do not use room # 101 or 103, Rooms are not Clean, Bathroom is too small ok somehow you can adjust, but the strange thing is you cant use the commode as they positioned is so inconvenient, in night mosquitoes are relly nightmare, most of the time nobody is there in the reception for complaint, my suggestion after experience is to pay little more & go for good hotels..."
Hotel Akash Continental,Panchkula,India,,4.3/5,"Doctor On Call,Free Internet,Air Conditioning,Indoor Entertainment,","Sco 908, Manimajra Near Housing Board, Chandigarh, Panchkula - 160101 View on Map",nice rooms. very near to railway station. no dining place.. food is served in room only. quality of food was ok. have paid extra for room heater as it was quite cold in Dec.
Giriganga Resort(Govt. Hotel),,,,4.2/5,"Parking Facility,Outdoor Activities,Laundry Service,Room Service,","Kharapathar, pin code- 171205, Jubbal View on Map",The rooms were basic but it's services were very good. As it's located in the middle of the main road so location wise it's fantastic. It was a nice stay of mine.
Suryoday Guest House,Delhi,India,,4.2/5,"Air Conditioning,Parking Facility,Laundry Service,Clean Room,","W101. Lane 6/22, Anupam Gardens, Sanik Farms (next to IGNOU Road), Delhi - 110068 View on Map","Location was very inside from the main road, difficult to find the hotel. Room was nice, Good staff. Rest of all good."
HOTEL PRUDENT,Vadodara,India,,4.2/5,"Laundry Service,CCTV surveillance,Power backup,Room Service,","3 and 4 FLOOR MONALISA COMPLEX NEAR DERI DEN CIRCLE, SAYAJI GUNJ, Vadodara - 390005 View on Map","Hotel is under renovation ,It is on walking distance from railway station and bus stop."
Apple Orchard Cottage,Manali,India,,4.4/5,"Doctor On Call,Power backup,Laundry Service,CCTV surveillance,","Kanyal Road, Simsa, Manali - 175131 View on Map",Very poor rooms not at all recomended
Lee Heritage,Srinagar,India,,4.5/5,"Doctor On Call,Parking Facility,Laundry Service,Dining,",",Abi Guzar central market ,Residency road ,Lal Chowk,Srinagar. - 190001 View on Map","location of hotel is good on abi guzar road,near lal chowk.convenient if u want to go for some shopping.service is good.food is decent.cleanliness is average.they did not change towel for next day,mat outside washroom was dirty,we were given room on backside so there was not enough natural light and ventilation,ceiling fan was wobbling and was making sound and that problem was not sorted out till we check out after two days even after repeated requests.we stayed at hotel royal milad located behi ...more"
Hotel Empire BnB,Gurgaon,India,,3.8/5,"Doctor On Call,Air Conditioning,Clean Room,Parking Facility,","C-1 Green Wood city,Sector 45 Near cyber park Gurgaon - 122001 View on Map","our check in was at 12 pm but reached the hotel at 02:50 pm and by that time, still the rooms were not available. first the hotel management tried to shift us to other hotel but that didn't work. then we were given just a random room to stay until our booked rooms got available and it was around 4 pm. at around 6 pm one room availed and other never got to it. so we booked for two deluxe room while we got one deluxe room and one classic room with all that trouble. maybe booking a hotel didn't hel ...more"
Sreepathi Indraprastha,Guruvayoor,India,,4.2/5,"Free Internet,Air Conditioning,Conference Room,Outdoor Activities,","Mammiyoor Junction, Near Mammiyoor Shiva Temple, Guruvayoor, West Nada, Pin - 680101 View on Map","it's really spacious room, and neat and clean room. you have good space in the room too. the complimentary breakfast is not that much good it ok. the hotel is just walkable distance only from Guruvayoor temple around 1.5 km and it's very near to mammiyoor temple."
Hotel New Castle,Gangtok,India,,3/57 ,"Doctor On Call,Free Internet,Laundry Service,CCTV surveillance,","Deorali Crossing, Below the Butterfly Flyover, Gangtok - 737101 View on Map",Rooms are well maintained.
Marina Bay Beach Resort,Goa,India,,3.9/5,"Outdoor Activities,Travel Assistance,Laundry Service,Room Service,","Anna Vaddo, Candolim Bardez, Goa - 403515 View on Map","It was very good experience staying here
Good descent hotel
Pool is good
Location is perfect
Staff is polite
"
Hotel Supreme Heritage,Pune,India,,3.9/5,"Free Internet,Conference Room,Banquet hall,Travel Assistance,","Lane Number - 10, opp. Kalpataru Regency - II, Kalyani Nagar, Near Mariplex and Joggers Park, Pune - 411006 View on Map","Looked for a hotel nearby airport and found this. Ultimate experience of luxury with comfort, Cooperative staff, Good Food, Cleanliness was on par. Well maintained washroom too.
Comfort
Pleasant Atmosphere in Hotel"
Houseboat Kismat,Srinagar,India,,4.3/5,"Laundry Service,Power backup,Daily housekeeping,Room Service,","Houseboat Kismat :Ghat No. 7 Dal lake, Srinagar, 190001 View on Map",Photoreview
veekay residency,Bengaluru,India,,3.5/5,"Restaurant/Coffee Shop,Laundry Service,Smoking Rooms Available,Travel Assistance,","#91/2, Railway Parallel Road, Bengaluru - 560022 View on Map",not a good experience. very small room. bathroom was too small. disappointment with this hotel.
Orchid Residency,Kottayam,India,,3.6/5,"Free Internet,Conference Room,Laundry Service,Kitchen,","Pulimoodu Junction, Kottayam - 686001 View on Map","really good property, good rooms, good restaurant, good staffs, good location easy access to all places. "
Uddhav Vilas,"Udaipur, Rajasthan",India,,4.2/5,"Free Internet,Air Conditioning,Indoor Entertainment,Travel Assistance,","Gulab Bagh Road, Inside Udaipole, Udaipur - 313001 View on Map","Nice, neat & clean rooms though size was small. Good location. All the Restaurants in 5 min walkable distance. Received required services in room promptly, polite staff. Good for family.
safe place."
Hotel Mahabs,Mahabalipuram,India,,4/590,,", Mamallapuram - 603104 View on Map",I had booked hotel for 3355/night which dint include breakfast.. this was a very bad deal.. Hotel was underrenovation.. entire hotel was dug up.. the staff was courteous and helping but property was not upto expectation. Location is a plus coz it is located bang opp the bus station and all monuments and mahabalipuram beach is just 5 min walk
Classic Thar Resort,Jaisalmer,India,,4.1/5,"Power backup,Business Services,Laundry Service,CCTV surveillance,","Address: before parking of Sam Sand Dunes, Jaisalmer 345001 View on Map","Great hospitality and very good experience,swiss tent was very beautiful and neat clean, evening culture program is very nice , saaf was friendly, location is very good near thar desert , everything is very good ...
very safe and couple and families , real desert feeling and awesome rooms , food is pure vegetarian"
Sukhsagar Beach Resort,Goa,India,,4.5/5,"Parking Facility,Conference Room,Outdoor Activities,Travel Assistance,","Colva Beach, South - Goa - 403708 View on Map","What could have been a memorable experience turned out to be a nightmare. Thanks to the receptionist who is not sure on how to receive a customer. She threatened to not stand by the booking though we have confirmation from goibibo even rooms are available. Not a professionally owned and will neither visit nor recommend it. Not a thoroughly neat stay as cockroaches were waiting, horrible. The linen and towels smell soiled even when we got it replaced couple of times, we used our own. The only plu ...more"
"Hotel Satyam (Near Mahakal Temple), Ujjain",Ujjain,India,,3.8/5,"Free Internet,Air Conditioning,Indoor Entertainment,CCTV surveillance,","Hotel Satyam, Mahakal Mandir 125, Adjoining Mahakaleshwar Temple, Ujjain , 0120674898 - 456006 View on Map","good hotel, 15 to 20 meters from mahakaal temple, supportive staff and good environment, only problem is check out time is 9 am."
La Faune Resorts,,,,,"Free Internet,Swimming Pool,Outdoor Activities,Banquet hall,","Mukki Gate Road village kohka,post Baihar, kanha national park ,Tehsil Baihar, District Balaghat Pin 481111, Bichhiya View on Map",
Park Resort,Bhubaneshwar,India,,3.8/5,"Doctor On Call,Air Conditioning,Parking Facility,Restaurant/Coffee Shop,","2271, Cuttack Road, Bhubaneswar Orissa, 751006 View on Map","hote park Resort is the best for officially trip,because near by station and airport.room was good,service also very good staff very helpful.
thanks and good hospitality."
SHANTHI CASTLE INTERNATIONAL PREMIUM HOTEL,Coorg,India,,3.6/5,"Power backup,Room Service,Business Services,Restaurant/Coffee Shop,","1st Floor, City Centre Mall, B.M.Road Kushalnagar (Town) - 571234 Coorg (Dist) View on Map","I stayed in comfort plus ac room. The setup of the room is not proper. Some of the lights were not working. Cooling of the AC was not effective (even set to 18°c). Wifi signal was poor inside the room. Wall mounted Fan was not working but the hotel arranged for a pedestal fan immediately.
The location of the hotel is good and near to sightseeing places. Prime location. Market area. Near to KSRTC bus stand. Good and safe for families to stay in this hotel. Food quality is good. Hospitality of hotel staff is good.
Parking is a problem. Basement parking is not proper."
HOTEL ROYAL ENCLAVE,Pune,India,,3.7/5,,"addrress, Pune - 1000 View on Map","Room is good but no Kitchen available, staff are good but location is not so great"
TROPICAL' POOL View Ground Floor : CM040,Goa,India,,4.6/5,"Dining,Air Conditioning,Parking Facility,Outdoor Activities,","Greenwood Meadows Service Apartment,B-17,Greenwood Meadows, Pilerne- Candolim road, Goa - 403516 View on Map","Really amazing experience as I got an upgrade which was an beautiful property.
Even the staff was so polite and helpful. Would be staying here again next time for sure 🥳🤩
Swimming pool and blissful stay 😎"
Hotel R V International,Bengaluru,India,,3.6/5,"Air Conditioning,Power backup,Restaurant/Coffee Shop,Laundry Service,","K 7.1st Phase,100Ft,Ring Road,KIADB Industrial Area,Jigani Anekal Tq,Bangalore, Bengaluru - 560083 View on Map","Room service is good, Required basic requirements fulfilled. Need to be improve room amenities, cleaning is oky. "
Green Nest Homes,Coorg,India,,1.5/5,"Power backup,Parking Facility,Laundry Service,Dining,","Nadaf Manzil Nazeer Compound block no.7 College road, Coorg - 571201 View on Map","We have booked this hotel. But he didn't provide the same hotel, told us I haven't seen your booking details. We have Provided a personal room of his friend's. There was no towels, soap, no water system. A newly constructed house it was. Construction work was going on. It was difficult for us at night for taking food by walk we took domino pizza costly. I will not suggest any other to go for this hotel."
Hotel Mandhar Regency,,,,3.7/5,"Power backup,Laundry Service,CCTV surveillance,Conference Room,","College Road,Next To Sbi And Lic Head Office, Dharwad 580001 View on Map","The hotel looks more like a govt guest house but gives a homely feeling. We took their super deluxe room and got a working AC, TV etc. The fan was running only on full speed. The towel and bed linen were clean. Bathroom had shampoo, soap and oil but they did not provide tooth paste or brush.
The staff was helpful and the hotel is conveniently located so that is a big plus. Khanawali is located just about 200 metres and the food there is good. The hotel breakfast was also tasty but they make it r ...more"
Durga Residency,Katra,India,,3.9/5,"Free Internet,Air Conditioning,Parking Facility,Travel Assistance,","Opp. KDA Office, near railway station, Katra, Vaishno Devi - 182301 View on Map",nice place to stay.Walking distance from katra railway station. market is nearby.lift is available.but they denied for late checkout.they allowed our luggage in their reception for some hours.overal a good stay
Hotel Basera,Dalhousie,India,,2.7/5,,"Court Road,Dalhousie - 176304 View on Map",it's not worth the money paid. Bad facilities and room condition..
Green Mountain Houseboats,Srinagar,India,,5/51 ,"Laundry Service,Dining,Internet,Room Service,","Golden Dal Lake Ghat No.9, Srinagar - 190001 View on Map",great hotel located in the middle of the lake peaceful place. Great food and great service.
